Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,RJML,SSBL,CJPL
Sam Haggerty,2024,B,SEA,30,-0.2102,8,16,664059,2024,15,1,0,0,0,4,1,25.0,6.3,0.067,0.067,0.125,0.192,0.091,1,0,1,22,9,0,0,0,0,0,1,37,0.167,0.198,0.098,0.193,0.219,0.0,0.0,27.3,59,28.6,11,0.222,0.4,5,27.3,17.0,0.0,0.0,3.0,18.7,0.525,18054,-0.1756,-2.3929,0.1842,-40.7781,"Haggerty, Sam",7.0,Sam Haggerty#,DV,avail,avail
Matt Carpenter,2024,L,STL,38,-0.2137,59,157,572761,2024,137,32,7,0,4,51,15,32.5,9.6,0.234,0.372,0.314,0.686,0.333,15,2,0,238,131,0,2,0,0,2,15,415,0.215,0.362,0.303,0.292,0.3,6.8,8.0,25.0,669,28.9,88,17.01,4.2,92,39.8,193.0,6.0,7.0,22.0,22.9,0.516,8090,-4.1739,-3.1224,-2.2,95.0873,"Carpenter, Matt",3.0,Matt Carpenter*,avail,SR,avail
Seth Brown,2024,L,OAK,31,-0.2179,124,400,664913,2024,372,86,11,1,14,112,25,28.0,6.3,0.231,0.379,0.282,0.661,0.291,44,2,4,509,200,7,2,0,0,1,32,1007,0.235,0.395,0.289,0.296,0.286,8.4,6.9,25.7,1552,29.1,261,39.161,3.6,225,41.0,452.0,22.0,18.0,67.0,21.7,0.511,18171,-10.8301,-4.6129,-0.5603,91.1449,"Brown, Seth",739.0,Seth Brown*,BRA,avail,STL
Grant McCray,2024,L,SFG,23,-0.2234,37,130,687529,2024,124,25,3,2,5,56,6,43.1,4.6,0.202,0.379,0.238,0.617,0.317,10,0,5,167,68,3,0,0,0,0,13,343,0.197,0.355,0.266,0.255,0.234,11.8,7.4,20.6,519,43.6,68,11.019,2.9,73,39.8,226.0,8.0,5.0,14.0,38.5,0.557,25690,-3.6613,-2.8306,1.753,70.516,"McCray, Grant",8.0,Grant McCray*,avail,rook,rook
Zachary Dezenzo,2024,R,HOU,24,-0.2246,19,65,701305,2024,62,15,2,0,2,22,3,33.8,4.6,0.242,0.371,0.277,0.648,0.342,8,0,0,73,41,3,0,0,0,0,5,167,0.226,0.444,0.283,0.3,0.262,10.0,7.5,20.0,245,31.7,40,5.488,3.0,34,37.5,78.0,4.0,3.0,8.0,29.199999999999996,0.559,31562,-3.1616,-1.1795,-0.0029,84.1792,"Dezenzo, Zach",35.0,Zachary Dezenzo,avail,rook,rook
Ali Sanchez,2024,R,MIA,27,-0.2254,31,96,645305,2024,84,14,2,0,0,24,4,25.0,4.2,0.167,0.19,0.211,0.401,0.23,4,1,2,98,67,2,1,0,6,1,5,235,0.178,0.26,0.184,0.216,0.224,4.5,3.0,20.9,338,22.6,67,3.663,1.2,35,28.4,76.0,3.0,2.0,14.0,20.8,0.583,18551,5.0215,-10.4,-0.1747,10.9293,"Sánchez, Ali",2.0,Ali Sanchez,avail,rook,rook
Kameron Misner,2024,L,TBR,26,-0.2314,8,15,670224,2024,15,1,0,0,0,10,0,66.7,0.0,0.067,0.067,0.067,0.134,0.2,0,0,0,13,15,0,0,0,0,0,0,50,0.094,0.106,0.059,0.087,0.094,0.0,0.0,20.0,65,42.9,5,0.067,0.1,1,20.0,28.0,0.0,0.0,1.0,66.7,0.738,26374,0.2002,-2.9409,-0.0092,-70.8215,"Misner, Kameron",78.0,Kameron Misner*,avail,rook,rook
Gabriel Arias,2024,R,CLE,24,-0.2316,53,161,672356,2024,153,34,9,1,3,53,6,32.9,3.7,0.222,0.353,0.255,0.608,0.316,15,2,5,158,57,4,1,0,0,1,15,409,0.223,0.375,0.263,0.275,0.258,7.9,6.9,24.8,578,37.8,101,12.813,2.7,87,39.6,218.0,8.0,7.0,25.0,29.2,0.569,22563,-1.1424,-6.4668,-0.9921,70.2794,"Arias, Gabriel",5648379.0,Gabriel Arias,VAN,SB,MBL
Nick Loftin,2024,R,KCR,25,-0.2347,56,171,679845,2024,148,28,4,0,1,24,19,14.0,11.1,0.189,0.236,0.282,0.518,0.216,14,0,1,234,109,4,1,0,1,2,15,377,0.228,0.312,0.242,0.284,0.317,3.1,1.6,20.5,626,15.3,127,10.879,2.3,81,25.2,96.0,4.0,2.0,26.0,2.9000000000000004,0.5,27630,1.7586,-9.7304,0.1241,49.6313,"Loftin, Nick",4537.0,Nick Loftin,DAY,KR,GDJ
Adolis Garcia,2024,R,TEX,31,-0.2354,154,637,666969,2024,580,130,27,0,25,177,45,27.8,7.1,0.224,0.4,0.284,0.684,0.273,85,5,11,832,321,12,6,2,0,6,68,1640,0.229,0.42,0.296,0.307,0.291,12.2,6.6,22.5,2534,34.3,409,65.286,3.7,405,41.3,869.0,50.0,27.0,92.0,20.700000000000003,0.514,19287,-16.9009,-6.6103,-0.6956,91.8845,"García, Adolis",9.0,Adolis Garcia,RM,HOB,BAB
Joey Wendle,2024,L,NYM,34,-0.2355,18,37,621563,2024,36,8,1,0,0,9,1,24.3,2.7,0.222,0.25,0.243,0.493,0.296,1,0,1,34,37,0,0,0,0,0,3,99,0.23,0.307,0.219,0.245,0.251,0.0,7.4,25.9,134,27.4,27,2.379,2.3,15,33.3,37.0,0.0,2.0,7.0,21.6,0.605,13853,-1.2529,-2.2594,0.3596,40.8085,"Wendle, Joey",456.0,Joey Wendle*,avail,avail,avail
Owen Miller,2024,R,MIL,27,-0.237,14,27,680911,2024,27,5,1,0,0,8,0,29.6,0.0,0.185,0.222,0.185,0.407,0.263,3,0,0,26,20,1,0,0,0,0,2,73,0.193,0.246,0.177,0.19,0.193,0.0,5.3,26.3,103,32.1,19,0.889,1.0,10,31.6,33.0,0.0,1.0,5.0,29.6,0.592,24655,-0.2056,-2.988,-0.033,8.4789,"Miller, Owen",3.0,Owen Miller,VAN,PP,avail
Johnathan Rodriguez,2024,R,CLE,24,-0.2458,13,40,671286,2024,31,4,1,0,0,14,9,35.0,22.5,0.129,0.161,0.325,0.486,0.235,5,0,0,63,23,1,0,0,0,0,6,102,0.132,0.16,0.253,0.254,0.327,0.0,0.0,29.4,175,40.5,17,2.202,2.1,24,29.4,71.0,0.0,0.0,5.0,12.5,0.526,22530,-1.9589,-1.7541,-0.0459,62.676,"Rodriguez, Johnathan",9.0,Johnathan Rodriguez,avail,rook,rook
Niko Kavadas,2024,L,LAA,25,-0.2466,30,106,694359,2024,93,17,2,0,4,41,11,38.7,10.4,0.183,0.333,0.283,0.616,0.271,8,0,1,160,111,0,2,0,0,0,11,293,0.19,0.381,0.278,0.295,0.289,11.5,7.7,23.1,465,34.1,52,9.877,3.5,60,42.3,159.0,6.0,4.0,12.0,28.300000000000004,0.536,29782,-2.5787,-3.3418,-0.5883,77.2962,"Kavadas, Niko",3.0,Niko Kavadas*,avail,rook,rook
Andruw Monasterio,2024,R,MIL,27,-0.2467,59,142,655316,2024,125,26,5,0,1,40,16,28.2,11.3,0.208,0.272,0.303,0.575,0.298,16,2,6,234,126,3,1,0,0,0,14,401,0.214,0.348,0.266,0.293,0.308,9.4,8.2,24.7,647,23.6,85,11.116,2.9,81,42.3,153.0,8.0,7.0,21.0,16.9,0.509,19455,-2.6258,-4.4914,0.9436,67.9933,"Monasterio, Andruw",543.0,Andruw Monasterio,HOM,SSF,MBL
Austin Martin,2024,R,MIN,25,-0.2483,93,257,668885,2024,233,59,18,1,1,47,20,18.3,7.8,0.253,0.352,0.318,0.67,0.314,16,3,7,322,158,4,2,0,2,0,41,583,0.263,0.35,0.297,0.302,0.327,1.1,5.3,35.1,934,20.9,188,26.605,3.9,162,41.5,195.0,2.0,10.0,66.0,10.5,0.457,27462,-10.0714,-0.8991,0.9704,93.642,"Martin, Austin",874.0,Austin Martin,avail,rook,rook
Riley Adams,2024,R,WSN,28,-0.2504,41,130,656180,2024,116,26,5,1,2,35,10,26.9,7.7,0.224,0.336,0.292,0.628,0.296,8,0,1,175,82,4,2,1,0,2,10,345,0.222,0.35,0.275,0.284,0.295,7.2,2.4,28.9,531,28.1,83,11.356,3.2,64,38.5,149.0,6.0,2.0,24.0,19.2,0.529,19864,-2.4855,-4.2673,-0.3987,75.1154,"Adams, Riley",2.0,Riley Adams,CC,NB,MBL
Anthony Rizzo,2024,L,NYY,34,-0.2514,92,375,519203,2024,337,77,12,0,8,65,27,17.3,7.2,0.228,0.335,0.301,0.636,0.259,35,0,0,457,236,7,9,0,0,2,38,939,0.239,0.346,0.285,0.296,0.314,4.0,4.7,28.5,1432,19.3,274,34.881,3.5,207,37.2,276.0,11.0,13.0,78.0,10.1,0.513,3473,-5.2935,-9.6398,-2.8222,84.11,"Rizzo, Anthony",3.0,Anthony Rizzo*,GH,CW,OBS
Armando Alvarez,2024,R,OAK,29,-0.2532,16,39,669137,2024,37,9,1,0,0,8,2,20.5,5.1,0.243,0.27,0.282,0.552,0.31,2,0,1,42,32,1,0,0,0,0,7,96,0.267,0.34,0.248,0.285,0.305,0.0,6.9,27.6,139,18.8,29,2.831,2.6,21,34.5,26.0,0.0,2.0,8.0,15.4,0.547,19292,-2.1211,-1.6304,0.0444,62.4663,"Alvarez, Armando",5347.0,Armando Alvarez,avail,rook,rook
Keibert Ruiz,2024,B,WSN,25,-0.2536,127,485,660688,2024,459,105,21,0,13,54,16,11.1,3.3,0.229,0.359,0.26,0.619,0.232,57,1,3,469,283,13,5,0,0,5,46,1150,0.252,0.357,0.268,0.28,0.284,3.2,4.1,28.5,1659,12.1,410,40.325,2.9,265,35.8,201.0,13.0,17.0,117.0,7.8,0.516,19610,-0.4901,-18.1141,-1.1406,70.7343,"Ruiz, Keibert",2.0,Keibert Ruiz#,PR,CB,TBT
Esteury Ruiz,2024,R,OAK,25,-0.2551,29,65,665923,2024,55,11,2,1,2,20,4,30.8,6.2,0.2,0.382,0.27,0.652,0.257,8,4,5,77,42,1,2,0,2,2,10,165,0.186,0.356,0.281,0.284,0.267,10.3,10.3,23.1,246,30.1,39,5.029,2.6,45,43.7,74.0,4.0,4.0,9.0,24.6,0.532,21780,-2.475,-2.1612,-1.0622,85.2223,"Ruiz, Esteury",78.0,Esteury Ruiz,RAM,SR,ILK
Brett Harris,2024,R,OAK,26,-0.2601,36,123,695391,2024,103,15,3,0,3,25,17,20.3,13.8,0.146,0.262,0.276,0.538,0.158,12,3,0,181,94,3,2,0,0,1,15,296,0.188,0.29,0.252,0.278,0.312,5.1,2.5,19.0,493,23.3,79,7.389,2.1,64,26.6,115.0,4.0,2.0,15.0,6.5,0.515,29788,-0.2706,-6.3479,-1.431,65.0617,"Harris, Brett",5.0,Brett Harris,avail,rook,rook
Bryce Teodosio,2024,R,LAA,25,-0.2644,5,12,669326,2024,12,1,0,0,0,5,0,41.7,0.0,0.083,0.083,0.083,0.166,0.143,0,0,0,10,4,0,0,0,0,0,1,31,0.128,0.15,0.073,0.12,0.128,0.0,0.0,28.6,43,51.9,7,0.083,0.2,2,28.6,22.0,0.0,0.0,2.0,41.7,0.628,29524,-0.6686,-2.2912,-0.0079,-66.3063,"Teodosio, Bryce",8.0,Bryce Teodosio,avail,rook,rook
James Outman,2024,L,LAD,27,-0.266,53,156,681546,2024,136,20,4,0,4,55,16,35.3,10.3,0.147,0.265,0.256,0.521,0.208,11,1,2,209,110,0,4,0,0,0,12,412,0.195,0.317,0.242,0.279,0.298,4.9,11.1,22.2,634,36.8,81,10.56,2.4,76,38.2,233.0,4.0,9.0,18.0,24.999999999999996,0.552,24770,0.9734,-8.7427,-0.1674,54.032,"Outman, James",8.0,James Outman*,PR,VM,OBS
Davis Wendzel,2024,R,TEX,27,-0.2703,27,49,673995,2024,47,6,2,0,1,12,1,24.5,2.0,0.128,0.234,0.163,0.397,0.147,2,0,0,47,32,1,1,0,0,0,2,120,0.201,0.388,0.176,0.268,0.234,8.6,5.7,17.1,170,26.1,35,1.646,1.1,15,31.4,44.0,3.0,2.0,6.0,22.5,0.577,26469,0.8306,-5.0809,0.1079,7.4464,"Wendzel, Davis",5.0,Davis Wendzel,avail,rook,rook
Akil Baddoo,2024,L,DET,25,-0.2745,31,82,668731,2024,73,10,2,2,2,27,8,32.9,9.8,0.137,0.301,0.22,0.521,0.178,5,0,1,108,53,0,0,0,0,1,7,206,0.196,0.402,0.23,0.296,0.278,12.8,6.4,19.1,318,34.0,47,5.514,2.3,41,38.3,108.0,6.0,3.0,9.0,23.1,0.535,22168,-1.1306,-4.2603,0.7601,46.4891,"Baddoo, Akil",798.0,Akil Baddoo*,ROC,SSF,ILK
Brooks Lee,2024,B,MIN,23,-0.2777,50,185,686797,2024,172,38,6,1,3,27,11,14.6,5.9,0.221,0.32,0.265,0.585,0.243,27,0,3,179,100,6,0,2,0,2,9,421,0.244,0.346,0.252,0.276,0.288,4.1,5.4,23.1,614,20.2,147,13.932,2.6,96,32.6,124.0,6.0,8.0,34.0,8.7,0.53,31595,-0.8369,-8.0184,0.0507,61.8781,"Lee, Brooks",654.0,Brooks Lee#,avail,rook,rook
Jake Cave,2024,L,COL,31,-0.2803,123,346,595909,2024,323,81,16,5,7,98,18,28.3,5.2,0.251,0.396,0.29,0.686,0.335,37,2,5,412,196,6,1,1,1,3,42,904,0.234,0.362,0.295,0.277,0.276,5.2,5.2,26.2,1345,28.2,229,36.523,3.9,217,36.6,379.0,12.0,12.0,60.0,23.1,0.547,14477,-4.3609,-9.8736,0.3811,75.2157,"Cave, Jake",978.0,Jake Cave*,avail,avail,avail
Curtis Mead,2024,R,TBR,23,-0.2867,38,132,678554,2024,122,29,3,0,1,30,6,22.7,4.5,0.238,0.287,0.282,0.569,0.304,7,0,2,147,62,2,2,0,0,1,10,309,0.242,0.358,0.255,0.282,0.287,4.3,9.7,23.7,471,23.5,93,10.324,2.9,59,37.7,111.0,4.0,9.0,22.0,18.2,0.507,23986,-2.4496,-4.7266,0.2044,67.3499,"Mead, Curtis",45.0,Curtis Mead,GH,HOB,WAW
MJ Melendez,2024,L,KCR,25,-0.2912,135,451,669004,2024,412,85,23,3,17,113,35,25.1,7.8,0.206,0.4,0.273,0.673,0.241,44,4,4,613,229,3,3,1,0,0,44,1197,0.24,0.43,0.292,0.317,0.305,8.4,9.0,20.7,1845,29.5,299,45.549,3.7,271,38.1,544.0,25.0,27.0,62.0,17.3,0.525,22197,-8.7618,-9.0901,-1.1896,84.6892,"Melendez Jr., MJ",79.0,MJ Melendez*,CAM,NB,HAM
Mickey Gasper,2024,B,BOS,28,-0.2974,13,23,681508,2024,18,0,0,0,0,8,4,34.8,17.4,0.0,0.0,0.217,0.217,0.0,0,0,0,31,28,1,1,0,0,0,1,56,0.207,0.258,0.151,0.309,0.38,0.0,0.0,30.0,92,21.4,10,0.226,0.3,5,30.0,20.0,0.0,0.0,3.0,17.4,0.543,24759,-0.5629,-3.0836,-0.0394,-15.6814,"Gasper, Mickey",4.0,Mickey Gasper#,avail,rook,rook
C.J. Alexander,2024,L,KCR,27,-0.3003,4,8,680769,2024,8,1,0,0,0,3,0,37.5,0.0,0.125,0.125,0.125,0.25,0.2,0,0,0,5,3,0,0,0,0,0,0,22,0.202,0.319,0.11,0.223,0.202,20.0,0.0,20.0,28,52.6,5,0.125,0.5,1,40.0,15.0,1.0,0.0,1.0,37.5,0.643,20557,-1.8559,-1.3182,-0.0079,-43.1594,"Alexander Jr., CJ",5.0,C.J. Alexander*,avail,rook,rook
Addison Barger,2024,L,TOR,24,-0.3032,69,225,680718,2024,208,41,11,0,7,60,14,26.7,6.2,0.197,0.351,0.25,0.601,0.239,28,0,2,272,176,1,1,0,0,1,20,574,0.229,0.395,0.262,0.292,0.28,8.7,5.4,23.5,859,27.4,149,19.265,3.1,130,37.6,235.0,13.0,8.0,35.0,20.5,0.538,24598,-3.1881,-7.2475,0.536,69.7646,"Barger, Addison",597.0,Addison Barger*,avail,rook,rook
Travis Jankowski,2024,L,TEX,33,-0.3062,104,207,608671,2024,190,38,5,0,1,44,12,21.3,5.8,0.2,0.242,0.266,0.508,0.255,12,1,11,270,165,3,5,0,0,0,19,532,0.207,0.257,0.234,0.242,0.272,0.7,2.7,18.5,819,20.7,146,13.832,2.4,100,21.9,170.0,1.0,4.0,27.0,15.5,0.571,13768,0.7462,-10.6111,1.6333,48.3004,"Jankowski, Travis",978.0,Travis Jankowski*,RAC,avail,GDJ
Alex Kirilloff,2024,L,MIN,26,-0.307,57,178,666135,2024,159,32,8,3,5,47,15,26.4,8.4,0.201,0.384,0.27,0.654,0.245,20,0,0,220,106,5,1,0,0,3,20,439,0.218,0.425,0.282,0.311,0.29,11.3,9.6,18.3,677,30.9,115,16.118,3.2,107,39.2,209.0,13.0,11.0,21.0,18.0,0.515,20325,-5.553,-3.3526,0.1265,82.9167,"Kirilloff, Alex",739.0,Alex Kirilloff*,TB,TT,MMA
Graham Pauley,2024,L,SDP,23,-0.3073,13,32,688363,2024,32,4,0,0,2,15,0,46.9,0.0,0.125,0.313,0.125,0.438,0.133,5,0,0,42,25,1,0,0,0,0,4,97,0.178,0.329,0.183,0.215,0.178,5.9,11.8,17.6,140,27.8,17,0.938,0.9,16,35.3,39.0,1.0,2.0,3.0,46.9,0.607,31363,-1.0366,-3.0045,0.1851,16.6491,"Pauley, Graham",5.0,Graham Pauley*,avail,rook,rook
Alika Williams,2024,R,PIT,25,-0.3106,37,96,675961,2024,87,18,4,2,0,22,3,22.9,3.1,0.207,0.299,0.242,0.541,0.277,5,0,1,97,61,0,1,0,5,0,13,234,0.232,0.313,0.237,0.254,0.266,4.3,2.9,25.7,336,23.1,70,6.912,2.5,54,32.9,78.0,3.0,2.0,18.0,19.799999999999997,0.559,27604,0.4698,-6.6736,-0.5411,46.581,"Williams, Alika",46.0,Alika Williams,avail,avail,avail
Joey Wiemer,2024,R,- - -,25,-0.3206,21,28,686894,2024,26,4,0,0,0,9,2,32.1,7.1,0.154,0.154,0.214,0.368,0.235,0,1,1,31,25,0,0,0,0,0,2,72,0.191,0.325,0.175,0.252,0.249,5.9,5.9,11.8,109,29.8,17,0.9,1.1,8,23.6,32.0,1.0,1.0,2.0,25.0,0.587,27690,-0.9231,-3.1131,0.0014,6.9804,"Wiemer Jr., Joey",78.0,Joey Wiemer,ROC,WC,HAM
Daniel Vogelbach,2024,L,TOR,31,-0.3228,31,79,596129,2024,70,13,5,0,1,17,9,21.5,11.4,0.186,0.3,0.278,0.578,0.231,8,0,0,142,106,4,0,0,0,0,5,214,0.268,0.469,0.262,0.357,0.353,9.4,5.7,30.2,362,15.7,53,5.318,2.4,38,45.3,57.0,5.0,3.0,16.0,10.1,0.459,14130,-2.3765,-3.3822,-0.6177,69.4151,"Vogelbach, Daniel",,Daniel Vogelbach*,ROC,SB,avail
Andrew Benintendi,2024,L,CHW,29,-0.3287,135,522,643217,2024,477,109,20,0,20,96,41,18.4,7.9,0.229,0.396,0.289,0.685,0.245,64,2,3,690,318,12,1,1,0,3,50,1276,0.248,0.401,0.298,0.308,0.307,6.3,8.3,23.7,1995,20.9,384,53.22,3.7,314,38.3,417.0,24.0,32.0,91.0,10.499999999999998,0.492,17901,-14.4256,-6.1567,-1.8723,92.8263,"Benintendi, Andrew",7.0,Andrew Benintendi*,GH,CB,MBL
Vidal Brujan,2024,B,MIA,26,-0.337,102,278,660644,2024,248,55,14,2,2,54,25,19.4,9.0,0.222,0.319,0.303,0.622,0.276,16,6,5,337,140,5,4,3,1,0,32,689,0.218,0.285,0.276,0.262,0.3,1.5,4.1,23.6,1055,23.5,195,23.339,3.1,149,29.2,248.0,3.0,8.0,46.0,10.4,0.545,20536,-2.3748,-10.1444,-1.0072,72.515,"Bruján, Vidal",645897.0,Vidal Brujan#,RM,avail,LWC
Tyler Wade,2024,L,SDP,29,-0.3383,90,156,642180,2024,138,30,3,0,0,29,11,18.6,7.1,0.217,0.239,0.285,0.524,0.275,8,1,8,198,112,0,2,0,4,0,28,371,0.248,0.315,0.242,0.283,0.313,1.8,2.7,24.8,587,19.7,113,11.549,2.8,93,29.3,116.0,2.0,3.0,28.0,11.500000000000002,0.519,15730,-2.0103,-6.4595,1.6676,56.4344,"Wade, Tyler",564798.0,Tyler Wade*,avail,avail,avail
Cole Tucker,2024,B,LAA,27,-0.3445,24,57,657061,2024,50,9,4,1,0,17,6,29.8,10.5,0.18,0.3,0.263,0.563,0.265,3,1,3,86,40,0,0,0,0,1,3,143,0.195,0.273,0.25,0.256,0.282,0.0,11.8,23.5,237,27.2,34,4.578,2.9,29,35.3,64.0,0.0,4.0,8.0,19.3,0.502,17326,-3.3148,-1.9206,0.8113,58.1098,"Tucker, Cole",57.0,Cole Tucker#,avail,avail,avail
Ryan Vilade,2024,R,DET,25,-0.345,17,49,668723,2024,45,8,0,0,1,12,2,24.5,4.1,0.178,0.244,0.208,0.452,0.212,5,0,0,54,26,2,0,0,1,1,5,130,0.23,0.311,0.2,0.247,0.257,5.7,0.0,20.0,188,24.0,35,2.051,1.4,21,25.7,45.0,2.0,0.0,7.0,20.4,0.596,22165,-0.7336,-4.24,-0.0723,25.659,"Vilade, Ryan",978.0,Ryan Vilade,avail,rook,rook
Shay Whitcomb,2024,R,HOU,25,-0.3455,20,46,694376,2024,41,9,3,0,0,8,5,17.4,10.9,0.22,0.293,0.304,0.597,0.273,5,0,0,65,29,1,0,0,0,0,1,113,0.278,0.423,0.272,0.343,0.357,6.1,6.1,30.3,181,17.9,33,3.759,3.1,22,42.5,32.0,2.0,2.0,10.0,6.499999999999998,0.469,27789,-3.4553,-1.4229,-0.1845,76.4697,"Whitcomb, Shay",54.0,Shay Whitcomb,avail,rook,rook
Jeimer Candelario,2024,B,CIN,30,-0.3525,112,463,600869,2024,427,96,23,2,20,114,27,24.6,5.8,0.225,0.429,0.279,0.708,0.257,56,3,4,569,244,7,6,1,0,3,47,1164,0.223,0.374,0.304,0.284,0.278,8.2,5.7,21.8,1781,29.1,316,50.109,3.9,293,35.7,518.0,26.0,18.0,69.0,18.8,0.527,13621,-11.0951,-7.7339,-0.8021,87.4803,"Candelario, Jeimer",53.0,Jeimer Candelario#,TB,PP,FMB
Jacob Amaya,2024,R,- - -,25,-0.3577,24,72,676070,2024,68,12,1,0,0,28,4,38.9,5.6,0.176,0.191,0.222,0.413,0.3,3,0,1,108,74,3,0,0,0,0,4,186,0.18,0.227,0.19,0.205,0.226,2.5,0.0,27.5,301,27.7,40,2.629,1.2,22,30.0,83.0,1.0,0.0,11.0,33.3,0.538,23296,0.7331,-6.5961,0.2212,17.4479,"Amaya, Jacob",6.0,Jacob Amaya,avail,avail,avail
Garrett Cooper,2024,R,- - -,33,-0.3707,36,116,643265,2024,107,22,5,1,1,35,7,30.2,6.0,0.206,0.299,0.267,0.566,0.296,11,0,0,140,90,3,2,0,0,0,6,300,0.265,0.426,0.253,0.326,0.322,9.7,6.9,31.9,450,29.5,72,8.289,2.5,54,48.5,133.0,7.0,5.0,23.0,24.2,0.511,15279,-1.5688,-5.8858,-0.3107,57.6887,"Cooper, Garrett",3.0,Garrett Cooper,CC,SSF,GAP
Michael Stefanic,2024,R,LAA,28,-0.3722,40,124,683021,2024,110,24,4,0,0,20,10,16.1,8.1,0.218,0.255,0.301,0.556,0.267,8,0,0,152,123,5,3,0,1,0,8,323,0.205,0.257,0.258,0.253,0.289,1.1,1.1,26.4,482,10.5,91,8.232,2.4,53,28.6,51.0,1.0,1.0,24.0,8.000000000000002,0.562,25353,-2.1282,-5.6089,-0.406,63.3267,"Stefanic, Michael",45.0,Michael Stefanic,GRF,avail,avail
Grae Kessinger,2024,R,HOU,26,-0.375,22,25,666197,2024,21,0,0,0,0,7,3,28.0,12.0,0.0,0.0,0.16,0.16,0.0,0,0,0,41,18,1,1,0,0,0,4,70,0.112,0.192,0.112,0.218,0.254,0.0,14.3,14.3,115,36.5,14,0.125,0.2,7,28.6,42.0,0.0,2.0,2.0,16.0,0.539,25813,-0.3585,-4.1059,-0.209,-36.2384,"Kessinger, Grae",546.0,Grae Kessinger,DAY,avail,avail
Miles Mastrobuoni,2024,L,CHC,28,-0.3812,50,106,670156,2024,98,19,3,0,0,17,7,16.0,6.6,0.194,0.224,0.245,0.469,0.232,4,0,2,132,85,1,0,0,0,1,9,243,0.269,0.374,0.214,0.303,0.315,2.4,6.1,30.5,381,20.3,82,5.986,2.0,43,39.0,77.0,2.0,5.0,25.0,9.4,0.47,20017,-0.0131,-7.2069,0.8664,36.3097,"Mastrobuoni, Miles",5647.0,Miles Mastrobuoni*,avail,avail,avail
Korey Lee,2024,R,CHW,25,-0.3856,125,394,686676,2024,377,79,14,1,12,122,17,31.0,4.3,0.21,0.347,0.244,0.591,0.276,37,3,6,417,140,12,0,0,0,0,36,982,0.215,0.348,0.257,0.259,0.249,7.5,4.7,21.6,1429,36.9,255,28.482,2.5,200,33.8,527.0,19.0,12.0,55.0,26.7,0.567,25543,-1.3923,-15.4739,0.6859,64.1524,"Lee, Korey",2.0,Korey Lee,RAM,avail,WAW
Mitch Garver,2024,R,SEA,33,-0.39,114,430,641598,2024,367,63,17,0,15,133,53,30.9,12.3,0.172,0.341,0.286,0.627,0.216,51,0,0,660,402,9,7,0,0,3,37,1104,0.181,0.342,0.281,0.287,0.296,8.4,7.2,19.8,1815,30.8,237,37.689,3.2,249,35.4,559.0,20.0,17.0,47.0,18.6,0.516,15161,-10.2259,-7.8829,-2.0068,88.0562,"Garver, Mitch",2.0,Mitch Garver,GRF,TT,FMB
Adael Amador,2024,B,COL,21,-0.4002,10,36,691182,2024,35,6,1,0,0,6,1,16.7,2.8,0.171,0.2,0.194,0.394,0.207,0,0,1,30,15,1,0,0,0,0,1,89,0.234,0.333,0.176,0.257,0.256,6.9,0.0,27.6,119,20.3,29,1.297,1.2,9,34.5,24.0,2.0,0.0,8.0,13.9,0.58,27962,0.2306,-5.3044,-0.7978,-4.6819,"Amador, Adael",4.0,Adael Amador#,avail,rook,rook
Drew Romo,2024,B,COL,22,-0.4042,16,53,691011,2024,51,9,3,0,0,18,2,34.0,3.8,0.176,0.235,0.208,0.443,0.273,6,1,0,47,30,2,0,0,0,0,4,135,0.148,0.202,0.197,0.171,0.18,3.0,0.0,15.2,189,29.5,33,1.89,1.1,21,18.2,56.0,1.0,0.0,5.0,30.2,0.651,27763,0.5407,-6.2187,-0.4534,9.0347,"Romo, Drew",2.0,Drew Romo#,avail,rook,rook
Matt Mervis,2024,L,CHC,26,-0.411,9,28,670223,2024,26,3,1,0,0,8,1,28.6,3.6,0.115,0.154,0.148,0.302,0.167,3,0,0,30,11,0,0,0,0,0,1,65,0.127,0.206,0.137,0.162,0.161,5.6,0.0,5.6,98,35.2,18,0.631,0.7,9,11.2,34.0,1.0,0.0,1.0,25.0,0.622,27845,-0.8671,-4.0448,-0.1814,-15.3834,"Mervis, Matt",,Matt Mervis*,avail,avail,JFS
Curt Casali,2024,R,SFG,35,-0.4113,41,125,592200,2024,108,21,3,0,1,22,13,17.6,10.4,0.194,0.25,0.293,0.543,0.235,8,0,0,176,83,3,2,0,2,0,12,289,0.209,0.275,0.254,0.269,0.305,1.1,3.4,25.0,476,18.9,88,8.432,2.5,60,29.5,90.0,1.0,3.0,22.0,7.200000000000001,0.498,12510,-2.2759,-5.8689,-0.2428,62.3621,"Casali, Curt",2.0,Curt Casali,avail,avail,avail
