Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,RJML,SSBL,CJPL
J.D. Davis,2024,R,- - -,31,-0.422,46,157,605204,2024,142,31,5,0,4,39,12,24.8,7.6,0.218,0.338,0.293,0.631,0.273,6,0,0,192,83,5,3,0,0,0,13,385,0.213,0.352,0.282,0.284,0.289,8.7,5.8,16.5,587,34.8,103,13.554,3.2,73,31.0,204.0,9.0,6.0,17.0,17.200000000000003,0.547,16219,-5.9007,-3.4183,-0.8454,85.6768,"Davis, J.D.",35.0,J.D. Davis,CAM,SSF,RAH
Zack Short,2024,R,- - -,29,-0.4318,42,88,670097,2024,70,9,3,0,0,24,14,27.3,15.9,0.129,0.171,0.282,0.453,0.196,5,1,2,151,69,0,1,0,3,0,11,227,0.176,0.272,0.228,0.28,0.321,4.1,8.2,18.4,391,26.6,49,4.835,2.0,47,30.7,104.0,2.0,4.0,9.0,11.4,0.504,19562,-1.2626,-5.8481,0.1427,44.0587,"Short, Zack",564.0,Zack Short,avail,avail,avail
Jace Peterson,2024,L,ARI,34,-0.4325,14,26,607054,2024,22,1,0,0,0,6,3,23.1,11.5,0.045,0.045,0.154,0.199,0.059,1,0,0,33,17,1,0,0,0,1,2,65,0.212,0.239,0.113,0.25,0.299,0.0,0.0,17.6,102,31.3,17,0.265,0.3,6,17.6,32.0,0.0,0.0,3.0,11.6,0.579,12325,-0.7976,-4.2558,-0.0389,-35.6288,"Peterson, Jace",645.0,Jace Peterson*,HAL,avail,GAP
Tyler Nevin,2024,R,OAK,27,-0.4339,87,278,663527,2024,245,50,10,0,7,64,25,23.0,9.0,0.204,0.331,0.288,0.619,0.243,20,0,1,370,185,5,5,0,0,3,22,701,0.217,0.372,0.276,0.297,0.301,8.7,7.1,19.6,1090,25.6,184,24.518,3.3,142,35.4,279.0,16.0,13.0,36.0,14.0,0.524,17893,-7.1533,-6.3137,-0.6297,82.13,"Nevin, Tyler",3597.0,Tyler Nevin,RAM,avail,avail
Bryan Ramos,2024,R,CHW,22,-0.4365,32,108,682868,2024,99,20,4,0,3,22,7,20.4,6.5,0.202,0.333,0.252,0.585,0.227,11,2,0,144,85,3,0,0,0,1,13,268,0.235,0.37,0.257,0.287,0.285,6.4,6.4,24.4,418,29.0,78,7.266,2.3,56,37.2,121.0,5.0,5.0,19.0,13.9,0.502,25621,-2.726,-5.0999,-0.6209,63.7526,"Ramos, Bryan",5.0,Bryan Ramos,avail,rook,rook
Tucker Barnhart,2024,L,ARI,33,-0.4404,31,96,571466,2024,81,14,3,0,0,31,13,32.3,13.5,0.173,0.21,0.287,0.497,0.28,6,0,1,128,80,0,0,0,2,0,13,231,0.169,0.223,0.239,0.241,0.284,3.8,1.9,23.1,375,29.1,52,6.171,2.4,52,28.8,109.0,2.0,1.0,12.0,18.799999999999997,0.536,10200,-1.651,-5.8097,0.095,48.5652,"Barnhart, Tucker",2.0,Tucker Barnhart*,avail,avail,avail
Daz Cameron,2024,R,OAK,27,-0.4406,66,186,663662,2024,170,34,5,1,5,51,13,27.4,7.0,0.2,0.329,0.258,0.587,0.25,15,0,5,232,117,3,1,0,0,2,22,467,0.227,0.361,0.258,0.287,0.286,8.3,6.6,21.5,715,28.3,121,15.31,2.9,104,36.4,202.0,10.0,8.0,26.0,20.4,0.53,18353,-4.5304,-5.9355,0.5455,69.5457,"Cameron, Daz",798.0,Daz Cameron,avail,rook,rook
Pedro Leon,2024,R,HOU,26,-0.4607,7,21,694175,2024,20,2,0,0,0,10,1,47.6,4.8,0.1,0.1,0.143,0.243,0.2,0,0,2,32,14,2,0,0,0,0,2,56,0.143,0.228,0.117,0.182,0.184,20.0,0.0,10.0,90,42.9,10,0.157,0.2,5,30.0,39.0,2.0,0.0,1.0,42.8,0.556,27781,-1.4849,-3.6757,-0.4917,-32.5206,"León, Pedro",9.0,Pedro Leon,avail,rook,rook
Luis Campusano,2024,R,SDP,25,-0.462,91,299,669134,2024,277,63,13,0,8,41,20,13.7,6.7,0.227,0.361,0.281,0.642,0.24,40,0,0,325,156,11,1,0,0,1,37,678,0.244,0.356,0.282,0.29,0.299,4.6,4.6,23.2,1025,20.5,237,25.875,3.1,179,32.4,210.0,11.0,11.0,55.0,6.999999999999999,0.512,22217,-7.8,-6.6289,-0.5377,82.9642,"Campusano, Luis",2.0,Luis Campusano,TB,HOB,GDJ
Victor Scott,2024,L,STL,23,-0.4633,53,155,687363,2024,145,26,9,0,2,42,6,27.1,3.9,0.179,0.283,0.219,0.502,0.233,10,1,5,188,85,0,2,0,0,2,14,372,0.213,0.316,0.221,0.25,0.253,5.7,6.7,16.2,568,25.8,105,9.947,2.2,75,28.6,147.0,6.0,7.0,17.0,23.200000000000003,0.549,31349,0.6753,-10.322,0.8745,39.5941,"Scott II, Victor",89.0,Victor Scott*,avail,rook,rook
Rowdy Tellez,2024,L,PIT,29,-0.4678,131,421,642133,2024,383,93,18,0,13,89,31,21.1,7.4,0.243,0.392,0.299,0.691,0.28,56,0,1,572,342,12,2,0,0,5,38,1063,0.236,0.397,0.301,0.302,0.296,8.0,5.7,24.1,1666,21.9,299,43.786,3.9,253,37.8,365.0,24.0,17.0,72.0,13.7,0.502,15679,-10.9701,-7.5765,-2.3526,89.6236,"Tellez, Rowdy",3.0,Rowdy Tellez*,avail,CB,MMA
Ignacio Alvarez,2024,R,ATL,21,-0.4688,8,32,805373,2024,30,3,0,0,0,10,0,31.3,0.0,0.1,0.1,0.156,0.256,0.15,0,0,0,36,23,1,2,0,0,0,1,80,0.163,0.212,0.128,0.197,0.215,0.0,5.0,30.0,119,28.1,20,0.44,0.4,5,35.0,33.0,0.0,1.0,6.0,31.3,0.555,31765,-0.7572,-4.847,-0.0406,-25.604,"Alvarez Jr., Nacho",45.0,Ignacio Alvarez,avail,rook,rook
Justyn-Henry Malloy,2024,R,DET,24,-0.4745,71,230,669234,2024,202,41,7,1,8,85,23,37.0,10.0,0.203,0.366,0.291,0.657,0.297,21,1,1,340,190,2,3,0,0,2,18,625,0.18,0.332,0.291,0.269,0.272,10.9,6.7,21.8,992,36.6,119,22.906,3.7,129,39.4,363.0,13.0,8.0,26.0,27.0,0.536,29606,-8.6991,-3.5617,-0.7575,89.3436,"Malloy, Justyn-Henry",7.0,Justyn-Henry Malloy,avail,rook,rook
Darell Hernaiz,2024,R,OAK,22,-0.4806,48,135,687231,2024,120,23,3,0,1,27,11,20.0,8.1,0.192,0.242,0.261,0.503,0.234,12,1,1,174,92,4,1,0,1,2,8,329,0.232,0.292,0.23,0.274,0.306,1.0,2.1,26.0,510,24.9,96,7.6,2.0,57,29.1,127.0,1.0,2.0,25.0,11.9,0.536,26224,-0.6681,-8.4852,-0.7292,49.7864,"Hernaiz, Darell",564.0,Darell Hernaiz,avail,rook,rook
Travis Blankenhorn,2024,L,WSN,27,-0.481,13,32,663905,2024,31,4,1,0,0,9,1,28.1,3.1,0.129,0.161,0.156,0.317,0.182,5,0,0,37,20,0,0,0,0,0,2,84,0.174,0.253,0.143,0.199,0.2,0.0,9.1,18.2,122,25.0,22,0.822,0.8,13,27.3,30.0,0.0,2.0,4.0,25.0,0.59,18395,-1.3593,-4.3634,-0.0217,-13.4588,"Blankenhorn, Travis",9.0,Travis Blankenhorn*,avail,avail,avail
Nelson Velazquez,2024,R,KCR,25,-0.4852,64,230,676369,2024,205,41,8,1,8,61,19,26.5,8.3,0.2,0.366,0.274,0.64,0.237,27,0,2,323,134,6,3,0,0,3,31,554,0.217,0.405,0.28,0.307,0.294,8.8,6.8,20.4,903,35.5,147,20.649,3.2,143,36.0,321.0,13.0,10.0,30.0,18.2,0.496,23359,-6.6425,-5.7223,0.4899,76.3933,"Velázquez, Nelson",97.0,Nelson Velazquez,ALA,WC,SEA
Tom Murphy,2024,R,SFG,33,-0.4857,13,38,608596,2024,34,4,1,0,1,14,4,36.8,10.5,0.118,0.235,0.211,0.446,0.158,2,0,0,54,31,0,0,0,0,0,3,96,0.153,0.317,0.206,0.248,0.242,10.0,15.0,5.0,152,36.9,20,1.903,1.7,16,30.0,56.0,2.0,3.0,1.0,26.299999999999997,0.553,13499,-2.8065,-3.1619,0.0095,30.2087,"Murphy, Tom",2.0,Tom Murphy,CC,CW,LWC
Kyren Paris,2024,R,LAA,22,-0.4869,21,59,677347,2024,51,6,2,0,1,17,7,28.8,11.9,0.118,0.216,0.224,0.44,0.152,5,0,1,84,38,1,0,0,0,0,4,142,0.181,0.309,0.207,0.265,0.28,5.9,14.7,11.8,234,29.8,34,2.76,1.6,26,32.4,70.0,2.0,5.0,4.0,16.9,0.513,26420,-2.0007,-4.6801,0.188,27.884,"Paris, Kyren",46.0,Kyren Paris,DV,avail,avail
Nick Martini,2024,L,CIN,34,-0.5008,52,163,605361,2024,146,31,4,2,5,38,9,23.3,5.5,0.212,0.37,0.272,0.642,0.245,24,3,1,195,108,1,4,0,0,3,23,418,0.217,0.348,0.279,0.278,0.281,7.2,1.8,19.8,625,24.8,111,14.681,3.2,106,28.8,155.0,8.0,2.0,22.0,17.8,0.567,12005,-3.6714,-6.6049,-0.9182,70.8252,"Martini, Nick",97.0,Nick Martini*,ROC,avail,avail
DJ LeMahieu,2024,R,NYY,35,-0.5015,67,228,518934,2024,201,41,5,0,2,35,19,15.4,8.3,0.204,0.259,0.269,0.528,0.229,26,1,0,272,180,13,1,0,1,6,19,557,0.248,0.372,0.239,0.302,0.313,5.8,7.5,22.5,845,17.5,173,12.542,1.9,102,35.8,148.0,10.0,13.0,39.0,7.1,0.513,9874,2.3562,-14.8115,-2.1912,51.621,"LeMahieu, DJ",53.0,DJ LeMahieu,WHI,SLB,OBS
Aaron Hicks,2024,B,LAA,34,-0.5159,18,63,543305,2024,57,8,0,0,1,23,6,36.5,9.5,0.14,0.193,0.222,0.415,0.212,5,0,0,94,55,1,0,0,0,0,6,180,0.187,0.272,0.196,0.245,0.266,5.9,8.8,29.4,284,32.8,34,2.592,1.4,26,44.1,93.0,2.0,3.0,10.0,27.0,0.528,5297,-1.4894,-5.6061,0.1619,19.978,"Hicks, Aaron",987.0,Aaron Hicks#,CC,ECB,RAH
Keston Hiura,2024,R,LAA,27,-0.5181,10,27,669374,2024,27,4,0,0,0,10,0,37.0,0.0,0.148,0.148,0.148,0.296,0.235,1,1,0,23,18,0,0,0,0,0,1,69,0.194,0.233,0.131,0.185,0.194,0.0,5.9,29.4,93,39.2,17,0.444,0.5,5,35.3,36.0,0.0,1.0,5.0,37.0,0.613,20003,-0.7945,-5.1221,-1.2265,-26.105,"Hiura, Keston",4.0,Keston Hiura,avail,rook,rook
Nick Senzel,2024,R,- - -,29,-0.5296,74,267,669222,2024,236,46,11,0,7,61,28,22.8,10.5,0.195,0.331,0.283,0.614,0.232,18,3,1,336,182,6,1,1,1,0,25,655,0.234,0.36,0.273,0.301,0.318,5.7,4.5,26.1,1005,23.9,176,21.418,2.9,136,36.3,240.0,10.0,8.0,46.0,12.3,0.525,19293,-5.0026,-9.0164,-0.7231,73.3384,"Senzel, Nick",59.0,Nick Senzel,RM,SR,OCG
Ryan Kreidler,2024,R,DET,26,-0.5311,35,65,668952,2024,59,7,0,0,1,19,6,29.2,9.2,0.119,0.169,0.2,0.369,0.154,2,3,5,97,43,2,0,0,0,0,9,165,0.175,0.255,0.177,0.232,0.251,5.0,2.5,17.5,263,31.1,40,1.743,0.8,26,25.0,82.0,2.0,1.0,7.0,20.0,0.551,25867,-0.5261,-6.7824,-0.0262,9.1533,"Kreidler, Ryan",65.0,Ryan Kreidler,avail,avail,avail
Aledmys Diaz,2024,R,- - -,33,-0.5353,14,34,649557,2024,33,3,0,0,0,9,1,26.5,2.9,0.091,0.091,0.118,0.209,0.125,1,0,0,28,20,0,0,0,0,0,2,86,0.206,0.252,0.098,0.213,0.229,0.0,0.0,33.3,116,24.2,24,0.384,0.3,7,33.3,28.0,0.0,0.0,8.0,23.6,0.604,15937,-0.6593,-5.6571,-0.0729,-41.8241,"Díaz, Aledmys",6345.0,Aledmys Diaz,BRA,TT,LWC
Chuckie Robinson,2024,R,CHW,29,-0.5391,26,76,642020,2024,70,9,0,0,0,20,5,26.3,6.6,0.129,0.129,0.197,0.326,0.18,0,0,0,92,38,1,1,0,0,0,2,202,0.171,0.216,0.159,0.209,0.237,2.0,2.0,16.0,298,29.9,50,1.945,0.8,16,20.0,89.0,1.0,1.0,8.0,19.700000000000003,0.611,19824,1.6249,-9.3776,-0.2715,-4.7232,"Robinson, Chuckie",2.0,Chuckie Robinson,avail,rook,rook
Mitch Haniger,2024,R,SEA,33,-0.5513,121,423,571745,2024,380,79,12,0,12,126,40,29.8,9.5,0.208,0.334,0.286,0.62,0.276,44,0,0,640,304,10,2,0,0,1,42,1078,0.218,0.372,0.277,0.294,0.295,9.0,8.2,23.9,1758,32.3,255,36.328,3.1,233,41.1,568.0,23.0,21.0,61.0,20.3,0.494,14274,-10.6115,-8.8257,-1.5559,84.9789,"Haniger, Mitch",9.0,Mitch Haniger,avail,avail,avail
Coby Mayo,2024,R,BAL,22,-0.5526,17,46,691723,2024,41,4,0,0,0,22,4,47.8,8.7,0.098,0.098,0.196,0.294,0.211,0,0,0,59,30,1,1,0,0,0,4,120,0.175,0.206,0.152,0.224,0.264,0.0,0.0,36.8,188,45.6,19,0.922,0.7,12,36.8,86.0,0.0,0.0,7.0,39.099999999999994,0.564,28312,-1.2457,-5.6384,-0.0336,-6.4947,"Mayo, Coby",53.0,Coby Mayo,avail,rook,rook
Chris Taylor,2024,R,LAD,33,-0.5558,87,246,621035,2024,213,43,7,1,4,76,28,30.9,11.4,0.202,0.3,0.298,0.598,0.289,23,1,5,375,141,5,2,0,1,2,28,640,0.222,0.348,0.272,0.298,0.316,7.1,6.4,26.4,1046,31.3,140,20.688,3.1,141,39.9,327.0,10.0,9.0,37.0,19.5,0.505,13757,-4.9233,-8.6492,-1.1267,74.4283,"Taylor, Chris",7548.0,Chris Taylor,ALA,CW,TBT
Robbie Grossman,2024,B,- - -,34,-0.5684,87,245,543257,2024,208,44,8,0,3,58,34,23.7,13.9,0.212,0.293,0.322,0.615,0.275,16,0,3,406,232,8,1,0,0,2,21,606,0.216,0.299,0.283,0.29,0.329,3.3,4.6,25.0,1031,22.7,152,21.068,3.3,125,32.9,234.0,5.0,7.0,38.0,9.8,0.491,5254,-8.531,-5.1388,-0.1696,82.2727,"Grossman, Robbie",97.0,Robbie Grossman#,GNB,SLB,TBT
Enmanuel Valdez,2024,L,BOS,25,-0.575,76,223,665839,2024,201,43,12,0,6,53,17,23.8,7.6,0.214,0.363,0.27,0.633,0.253,28,1,1,305,189,4,0,0,1,4,23,592,0.237,0.42,0.275,0.309,0.295,9.2,5.9,23.5,919,22.1,153,19.864,3.2,132,38.6,203.0,14.0,9.0,36.0,16.200000000000003,0.516,21716,-5.5544,-7.4462,-0.2056,71.6213,"Valdez, Enmanuel",45.0,Enmanuel Valdez*,ROC,avail,avail
Ryan Noda,2024,L,OAK,28,-0.5799,36,111,676116,2024,95,13,4,0,1,37,14,33.3,12.6,0.137,0.211,0.255,0.466,0.211,4,0,0,189,92,0,1,0,1,0,8,302,0.163,0.271,0.223,0.254,0.278,5.1,10.2,15.3,499,33.8,59,6.16,2.0,47,30.6,169.0,3.0,6.0,9.0,20.699999999999996,0.533,23312,-1.2721,-8.0426,-0.9762,44.3587,"Noda, Ryan",3.0,Ryan Noda*,HAR,ECB,LWC
Adam Frazier,2024,L,KCR,32,-0.5822,104,294,624428,2024,262,53,10,1,4,59,22,20.1,7.5,0.202,0.294,0.282,0.576,0.246,22,0,3,388,228,0,7,0,3,0,35,797,0.24,0.324,0.261,0.289,0.315,2.9,4.9,27.2,1211,18.8,206,24.449,3.1,165,35.0,228.0,6.0,10.0,56.0,12.6,0.539,15223,-3.2295,-12.2076,0.1953,63.1279,"Frazier, Adam",4975.0,Adam Frazier*,avail,SR,JFS
Harold Ramirez,2024,R,- - -,29,-0.589,73,246,623912,2024,238,62,7,1,2,50,5,20.3,2.0,0.261,0.324,0.28,0.604,0.321,29,2,6,224,131,2,2,0,0,1,28,624,0.241,0.324,0.265,0.257,0.263,3.2,2.1,24.9,878,31.4,189,21.788,3.3,141,30.2,276.0,6.0,4.0,47.0,18.3,0.581,14387,-6.6178,-7.2816,0.597,72.34,"Ramírez, Harold",97.0,Harold Ramirez,RAC,WAU,GAP
Corey Julks,2024,R,CHW,28,-0.5922,66,189,667452,2024,173,37,7,0,3,50,15,26.5,7.9,0.214,0.306,0.275,0.581,0.281,14,2,5,253,146,6,0,0,0,1,17,497,0.215,0.313,0.26,0.266,0.281,3.2,4.8,25.8,767,25.9,124,13.973,2.6,93,33.8,199.0,4.0,6.0,32.0,18.6,0.539,20311,-4.3564,-7.677,-0.3069,65.9178,"Julks, Corey",798.0,Corey Julks,CAM,avail,avail
Sean Bouchard,2024,R,COL,28,-0.5955,31,108,656248,2024,91,17,7,0,1,33,12,30.6,11.1,0.187,0.297,0.29,0.587,0.271,8,0,4,151,83,0,2,0,1,2,14,270,0.169,0.287,0.266,0.261,0.278,4.9,9.8,19.7,431,33.7,61,9.84,3.5,67,34.4,145.0,3.0,6.0,12.0,19.5,0.529,21270,-4.1223,-5.2393,0.4846,55.6799,"Bouchard, Sean",97.0,Sean Bouchard,STE,avail,avail
Kyle Stowers,2024,L,- - -,26,-0.6209,69,209,669065,2024,192,40,11,2,3,74,13,35.4,6.2,0.208,0.333,0.268,0.601,0.319,24,1,0,270,86,2,3,0,0,1,15,532,0.223,0.376,0.265,0.292,0.284,10.9,8.4,28.6,819,36.1,119,17.416,3.0,113,47.9,296.0,13.0,10.0,34.0,29.2,0.51,26151,-4.5612,-8.4104,-0.1617,67.1593,"Stowers, Kyle",789.0,Kyle Stowers*,RAM,avail,avail
Andrew Knizner,2024,R,TEX,29,-0.6253,35,93,668800,2024,90,15,1,0,1,22,1,23.7,1.1,0.167,0.211,0.183,0.394,0.206,9,0,0,105,54,2,1,0,0,1,5,252,0.233,0.332,0.174,0.25,0.247,4.3,5.8,26.1,360,27.3,69,3.232,1.1,32,36.2,98.0,3.0,4.0,18.0,22.6,0.561,19514,1.116,-10.2705,-0.2844,6.1496,"Knizner, Andrew",2.0,Andrew Knizner,VAN,CB,STL
Will Benson,2024,L,CIN,26,-0.6373,128,388,666181,2024,343,64,19,2,14,154,40,39.7,10.3,0.187,0.376,0.274,0.65,0.282,43,7,16,589,243,3,2,0,1,2,41,1032,0.184,0.34,0.285,0.271,0.272,11.5,4.7,23.4,1656,38.9,192,37.064,3.4,248,39.6,644.0,22.0,9.0,45.0,29.4,0.531,21853,-5.873,-13.2162,-1.6123,74.9907,"Benson, Will",798.0,Will Benson*,VAN,SB,HAM
Mike Ford,2024,L,CIN,31,-0.6398,17,62,645801,2024,60,9,0,1,1,15,2,24.2,3.2,0.15,0.233,0.177,0.41,0.182,4,0,0,72,36,1,0,0,0,0,2,150,0.201,0.3,0.18,0.232,0.227,2.2,4.4,26.7,229,25.4,45,2.342,1.2,20,33.3,58.0,1.0,2.0,12.0,21.0,0.524,15585,-0.9934,-7.2663,-0.1978,4.6621,"Ford, Mike",3.0,Mike Ford*,DV,CW,ILK
Jordan Walker,2024,R,STL,22,-0.6416,51,178,691023,2024,164,33,10,1,5,50,10,28.1,5.6,0.201,0.366,0.253,0.619,0.252,20,0,1,211,108,4,2,0,0,2,16,440,0.218,0.375,0.268,0.284,0.271,9.5,4.3,23.3,669,31.6,116,14.898,2.9,100,37.1,211.0,11.0,5.0,27.0,22.5,0.529,27475,-6.3418,-5.7973,0.2678,71.5066,"Walker, Jordan",9.0,Jordan Walker,GH,NB,TBT
Luke Maile,2024,R,CIN,33,-0.6575,53,154,571912,2024,135,24,4,0,2,52,13,33.8,8.4,0.178,0.252,0.268,0.52,0.268,8,0,2,227,105,4,4,0,1,1,8,393,0.176,0.253,0.241,0.24,0.267,3.5,4.7,25.9,637,28.8,85,9.731,2.2,64,34.1,183.0,3.0,4.0,22.0,25.4,0.526,13355,-1.5036,-9.9906,0.1023,45.194,"Maile, Luke",2.0,Luke Maile,avail,WAU,avail
Wilmer Flores,2024,R,SFG,32,-0.671,71,242,527038,2024,214,44,12,0,4,33,20,13.6,8.3,0.206,0.318,0.277,0.595,0.22,26,0,0,320,205,5,3,1,0,5,19,628,0.223,0.346,0.262,0.286,0.299,5.9,5.4,21.5,964,13.9,186,19.553,2.9,127,32.8,134.0,11.0,10.0,40.0,5.299999999999999,0.525,5827,-4.278,-10.2762,-1.0489,68.1149,"Flores, Wilmer",35.0,Wilmer Flores,ROC,SSF,ILK
Ji Hwan Bae,2024,L,PIT,24,-0.6712,29,81,678225,2024,74,14,2,0,0,24,6,29.6,7.4,0.189,0.216,0.247,0.463,0.275,6,2,6,117,43,0,0,0,0,1,11,194,0.22,0.346,0.213,0.276,0.278,11.8,2.0,21.6,313,31.1,51,4.711,2.0,43,35.4,97.0,6.0,1.0,11.0,22.200000000000003,0.504,23818,-2.6768,-6.5194,0.2418,30.1979,"Bae, Ji Hwan",89.0,Ji Hwan Bae*,HVH,SR,MBL
Alan Trejo,2024,R,COL,28,-0.6729,28,67,676701,2024,63,9,0,0,0,15,2,22.4,3.0,0.143,0.143,0.182,0.325,0.188,1,0,0,60,30,2,1,0,1,0,4,158,0.184,0.252,0.152,0.212,0.222,2.0,4.1,24.5,221,25.8,49,1.537,0.7,16,30.6,57.0,1.0,2.0,12.0,19.4,0.579,20056,1.0966,-9.8429,-0.1388,-21.1179,"Trejo, Alan",456.0,Alan Trejo,STE,avail,avail
Christian Encarnacion-Strand,2024,R,CIN,24,-0.6732,29,123,687952,2024,116,22,6,0,2,35,4,28.5,3.3,0.19,0.293,0.22,0.513,0.247,16,0,0,125,66,4,1,0,0,2,13,318,0.245,0.446,0.223,0.306,0.273,8.4,4.8,22.9,451,29.4,83,6.795,1.8,62,36.1,133.0,7.0,4.0,19.0,25.2,0.572,30011,-0.9267,-9.6867,0.1127,33.3764,"Encarnacion-Strand, Christian",3.0,Christian Encarnacion-Strand,GNB,OCS,WAW
Nick Allen,2024,R,OAK,25,-0.6732,41,105,669397,2024,97,17,4,0,1,20,5,19.0,4.8,0.175,0.247,0.216,0.463,0.211,4,0,0,109,67,0,0,0,3,0,6,243,0.208,0.255,0.207,0.225,0.247,1.3,0.0,18.8,356,18.8,80,5.628,1.8,41,20.1,67.0,1.0,0.0,15.0,14.2,0.592,22277,-1.4367,-8.5817,-0.5596,33.2241,"Allen, Nick",65.0,Nick Allen,ALA,avail,GDJ
Nick Madrigal,2024,R,CHC,27,-0.6846,51,94,663611,2024,86,19,3,0,0,10,4,10.6,4.3,0.221,0.256,0.28,0.536,0.25,10,0,1,106,63,2,3,0,1,0,5,242,0.247,0.291,0.245,0.27,0.304,0.0,0.0,23.4,358,11.2,77,6.347,2.4,44,23.4,40.0,0.0,0.0,18.0,6.3,0.575,20521,-3.3702,-6.3883,-1.5691,57.1272,"Madrigal, Nick",54.0,Nick Madrigal,CK,SIP,STL
Javier Baez,2024,R,DET,31,-0.6925,80,289,595879,2024,272,50,12,0,6,69,12,23.9,4.2,0.184,0.294,0.221,0.515,0.22,37,1,8,301,166,10,2,1,0,3,25,705,0.228,0.355,0.224,0.268,0.264,7.8,6.3,18.4,1028,30.2,206,16.34,1.9,147,32.5,310.0,16.0,13.0,38.0,19.7,0.556,12979,1.9621,-18.3003,0.6375,42.7265,"Báez, Javier",6.0,Javier Baez,TB,avail,RAH
Marco Luciano,2024,R,SFG,22,-0.6978,27,81,682617,2024,76,16,5,1,0,28,5,34.6,6.2,0.211,0.303,0.259,0.562,0.333,3,1,0,114,70,1,0,0,0,0,10,206,0.25,0.371,0.248,0.292,0.296,6.3,14.6,29.2,325,30.1,48,5.7,2.5,39,50.1,98.0,3.0,7.0,14.0,28.4,0.486,25616,-5.2292,-4.2242,-0.2387,58.8542,"Luciano, Marco",46.0,Marco Luciano,GH,VM,BAB
Bobby Dalbec,2024,R,BOS,29,-0.6991,37,93,666915,2024,83,11,2,0,1,43,8,46.2,8.6,0.133,0.193,0.217,0.41,0.256,8,0,3,125,79,1,1,0,1,0,6,273,0.125,0.179,0.194,0.186,0.21,2.4,9.8,17.1,413,41.8,41,4.172,1.5,41,29.3,173.0,1.0,4.0,7.0,37.6,0.603,19966,-0.6158,-9.2527,-0.148,14.4342,"Dalbec, Bobby",359.0,Bobby Dalbec,CAM,avail,MMA
Vaughn Grissom,2024,R,BOS,23,-0.7001,31,114,687093,2024,105,20,3,0,0,24,7,21.1,6.1,0.19,0.219,0.246,0.465,0.244,6,0,2,137,89,3,1,0,0,1,10,290,0.257,0.342,0.213,0.288,0.308,4.9,3.7,28.0,443,22.4,82,5.842,1.8,46,36.6,99.0,4.0,3.0,23.0,15.000000000000002,0.519,26031,-1.5141,-9.064,0.3389,27.9092,"Grissom, Vaughn",4.0,Vaughn Grissom,TB,ECB,ANG
Henry Davis,2024,R,PIT,24,-0.7013,37,122,680779,2024,104,15,4,0,1,45,13,36.9,10.7,0.144,0.212,0.242,0.454,0.233,5,0,0,188,76,1,1,0,1,2,9,321,0.154,0.225,0.213,0.224,0.252,4.8,6.5,21.0,521,36.3,62,6.294,1.8,49,32.3,189.0,3.0,4.0,13.0,26.2,0.539,29617,-0.5271,-10.325,-0.1792,30.4562,"Davis, Henry",2.0,Henry Davis,ALA,TBD,STL
Braden Shewmake,2024,L,CHW,26,-0.713,29,67,669699,2024,64,8,2,0,1,10,1,14.9,1.5,0.125,0.203,0.134,0.337,0.127,4,1,5,60,34,0,0,0,0,2,4,152,0.18,0.264,0.144,0.196,0.192,3.6,3.6,10.7,214,24.6,56,2.018,0.9,25,17.9,53.0,2.0,2.0,6.0,13.4,0.617,25817,-1.2108,-7.9259,0.9164,-15.3485,"Shewmake, Braden",654.0,Braden Shewmake*,avail,avail,avail
Pablo Reyes,2024,R,- - -,30,-0.7303,22,64,622569,2024,60,11,2,0,0,19,3,29.7,4.7,0.183,0.217,0.234,0.451,0.268,5,2,1,78,61,1,1,0,0,0,5,167,0.214,0.306,0.207,0.253,0.263,4.9,0.0,24.4,252,19.8,41,2.73,1.4,25,29.3,50.0,2.0,0.0,10.0,25.0,0.567,16357,-2.8455,-6.3586,-0.7512,23.4216,"Reyes, Pablo",5463.0,Pablo Reyes,CC,CB,FMB
Luis Matos,2024,R,SFG,22,-0.736,45,156,682641,2024,150,32,5,0,5,24,5,15.4,3.2,0.213,0.347,0.237,0.584,0.221,25,0,0,148,86,5,0,1,0,1,14,381,0.243,0.364,0.25,0.27,0.266,3.9,7.1,22.8,544,15.6,127,10.987,2.4,86,33.8,85.0,5.0,9.0,29.0,12.2,0.543,26467,-4.7407,-7.5798,-0.0369,59.5658,"Matos, Luis",897.0,Luis Matos,ALA,HOB,GDJ
Jose Fermin,2024,R,STL,25,-0.7536,45,79,665877,2024,71,11,1,1,0,11,7,13.9,8.9,0.155,0.197,0.241,0.438,0.183,4,1,2,111,77,3,1,0,0,0,7,208,0.207,0.252,0.207,0.249,0.287,0.0,5.0,16.7,324,9.2,60,3.251,1.4,31,21.7,30.0,0.0,3.0,10.0,5.0,0.562,21746,-3.4874,-6.4394,0.1542,30.2049,"Fermín, José",45.0,Jose Fermin,avail,avail,avail
