,Name,Pos,Age,PA,R,RBI,2B,HR,SB,CS,bb%,k%,RC27,OPS,XWOBA,O,Def,BsR,WAR,wRC+,RJML,SSBL,CJPL,key_FG,avgL,obpL,slgL,opsL,avgR,obpR,slgR,opsR
117,Ernie Clement,564,28,452,48,51,21,12,12,3,2.4,9.1,3.8,0.692,0.284,278,8.3679,0.6565,2.1856,94.3374,DAY,avail,avail,20352,0.23,0.252,0.374,0.626,0.278,0.3,0.424,0.724
118,Lourdes Gurriel Jr.,7,30,553,72,75,22,18,7,1,5.2,18.3,4.8,0.757,0.321,377,-2.0044,-0.7244,2.1606,107.9177,ROC,OCS,MMA,19238,0.331,0.37,0.515,0.885,0.254,0.3,0.397,0.697
119,Parker Meadows*,8,24,298,39,28,12,9,9,4,8.4,25.5,4.9,0.743,0.301,207,4.265,2.986,2.1575,110.8688,HAL,KR,JFS,23800,0.263,0.311,0.421,0.732,0.239,0.309,0.437,0.746
120,Xavier Edwards#,64,24,303,39,26,12,1,31,4,10.9,17.2,7.7,0.82,0.297,237,-5.6568,6.1591,2.1569,128.4076,GRF,TT,STL,22266,0.3,0.387,0.375,0.762,0.341,0.402,0.443,0.845
121,Bryan Reynolds#,79,29,692,73,88,29,24,10,2,8.2,22.5,5.8,0.791,0.352,483,-18.001,1.0082,2.1427,117.7623,SV,CW,TBT,19326,0.266,0.315,0.404,0.719,0.279,0.356,0.465,0.821
122,Logan O'Hoppe,2,24,522,64,56,17,20,2,3,6.3,29.7,4.3,0.712,0.337,330,7.3928,-4.7327,2.1229,100.8295,GRF,NB,MMA,24729,0.167,0.279,0.312,0.591,0.264,0.31,0.433,0.743
123,Ivan Herrera,2,24,259,37,27,12,5,5,0,9.7,20.5,6.4,0.8,0.369,186,1.5169,1.9137,2.118,127.2926,SV,MVR,RAH,20599,0.257,0.333,0.351,0.684,0.323,0.391,0.465,0.856
124,Matt Wallner*,97,26,261,26,37,17,13,3,0,9.2,36.4,7.5,0.895,0.359,206,-4.916,-0.112,2.0895,155.4541,WHI,SIP,MBL,26466,0.184,0.295,0.316,0.611,0.275,0.387,0.566,0.953
125,Jake Cronenworth*,34,30,656,72,83,29,17,5,2,9.3,18.0,4.2,0.714,0.338,420,-5.9744,0.0911,2.0756,105.2746,DAY,WC,SEA,18036,0.203,0.276,0.255,0.531,0.255,0.34,0.439,0.779
126,Jose Caballero,654,27,483,53,44,24,9,44,16,5.6,27.5,3.2,0.63,0.269,302,10.442,2.9242,2.0594,82.7637,HIG,SLB,RAH,23401,0.22,0.301,0.358,0.659,0.229,0.277,0.343,0.62
127,Isiah Kiner-Falefa,456,29,496,53,43,18,8,11,2,3.2,15.7,3.9,0.682,0.285,289,5.5696,2.192,2.0487,92.9358,GRF,SSF,JFS,16512,0.234,0.291,0.298,0.589,0.282,0.312,0.405,0.717
128,Michael Harris II*,8,23,470,56,48,14,16,10,6,4.9,20.0,4.4,0.722,0.345,297,5.6158,-1.3275,2.0453,100.2999,BRA,SSF,BAB,25931,0.286,0.315,0.464,0.779,0.253,0.299,0.397,0.696
129,Xander Bogaerts,46,31,463,50,44,15,11,13,3,6.0,17.1,3.9,0.688,0.306,272,4.3106,2.6056,2.0265,95.1039,GNB,OCS,ANG,12161,0.223,0.306,0.33,0.636,0.275,0.307,0.395,0.702
130,Jake Meyers,8,28,513,51,61,20,13,11,3,6.8,22.8,3.2,0.646,0.308,304,8.7793,2.1994,2.0218,85.515,HAR,SIP,HAM,20308,0.25,0.336,0.422,0.758,0.207,0.266,0.336,0.602
131,J.T. Realmuto,2,33,413,50,47,18,14,2,2,6.5,24.7,4.8,0.751,0.344,271,2.0402,-0.4776,2.0169,108.5339,RAM,KR,OCG,11739,0.286,0.344,0.438,0.782,0.257,0.313,0.425,0.738
132,Shea Langeliers,2,26,534,58,80,18,29,4,2,7.7,27.2,4.1,0.738,0.332,359,-1.6284,-2.7707,1.983,109.4931,GNB,TBD,GDJ,25816,0.219,0.294,0.453,0.747,0.226,0.286,0.449,0.735
133,Francisco Alvarez,2,22,342,38,46,14,11,1,1,8.8,25.1,4.2,0.71,0.291,222,9.2312,-2.1087,1.9681,101.6815,DV,TBD,HAM,26121,0.239,0.341,0.465,0.806,0.236,0.296,0.384,0.68
134,Ryan McMahon*,5,29,645,68,65,28,20,4,6,10.7,28.7,4.5,0.722,0.325,399,8.8675,-2.7315,1.963,88.8428,CAM,KR,ILK,15112,0.261,0.337,0.403,0.74,0.233,0.32,0.394,0.714
135,Geraldo Perdomo#,6,24,388,61,37,21,3,9,1,9.3,14.9,4.9,0.718,0.28,270,2.4827,2.8184,1.9531,101.4877,GRF,HOB,GDJ,22799,0.318,0.371,0.364,0.735,0.252,0.332,0.378,0.71
136,Josh Rojas*,547,30,476,48,31,19,8,10,4,9.7,22.7,3.6,0.64,0.295,263,9.4485,-1.6216,1.9422,91.025,RM,CB,HAM,19734,0.133,0.224,0.133,0.357,0.24,0.318,0.37,0.688
137,Yandy Diaz,3,32,621,55,65,31,14,0,0,8.1,15.3,5.1,0.755,0.337,381,-12.7332,-3.6202,1.9418,120.3457,ALA,SB,GDJ,16578,0.346,0.388,0.535,0.923,0.261,0.328,0.378,0.706
138,Randy Arozarena,78,29,648,77,60,33,20,20,10,11.3,26.1,4.6,0.72,0.327,428,-12.1439,-1.1262,1.9377,114.0712,GRF,CW,OCG,19290,0.232,0.359,0.444,0.803,0.214,0.321,0.367,0.688
139,Victor Caratini#,23,30,274,30,30,8,8,0,1,8.4,19.3,4.8,0.744,0.326,171,8.6678,-3.4177,1.9223,113.4912,HIG,VM,NYZ,14968,0.333,0.391,0.421,0.812,0.25,0.319,0.404,0.723
140,Edmundo Sosa,645,28,274,39,31,12,7,7,1,4.7,24.1,4.7,0.735,0.309,191,6.6059,1.6856,1.9149,103.4382,STE,OCS,ANG,17022,0.284,0.347,0.514,0.861,0.236,0.285,0.35,0.635
141,Spencer Horwitz*,34,26,381,46,40,19,12,0,0,11.0,18.4,5.6,0.79,0.337,257,-2.6851,-3.6702,1.8791,127.1839,GRF,avail,FMB,26477,0.194,0.272,0.25,0.522,0.285,0.38,0.484,0.864
142,Freddy Fermin,2,29,368,40,36,14,6,2,0,6.3,17.9,4.0,0.685,0.276,212,10.2864,-0.4536,1.8747,90.6251,RAC,VM,WAW,21840,0.294,0.358,0.376,0.734,0.261,0.297,0.361,0.658
143,Jose Siri,8,28,448,50,47,16,18,14,7,6.9,37.9,3.0,0.621,0.3,268,12.7754,1.5401,1.8727,78.3126,STE,VM,SEA,17452,0.204,0.27,0.408,0.678,0.181,0.249,0.352,0.601
144,CJ Abrams*,6,23,602,79,65,29,20,31,12,6.6,21.3,4.8,0.747,0.323,430,-8.5597,1.6241,1.8682,106.9182,ALA,SLB,TBT,25768,0.293,0.34,0.471,0.811,0.223,0.303,0.414,0.717
145,Bryson Stott*,46,26,571,65,57,19,11,32,3,9.3,16.3,4.3,0.671,0.309,367,2.4123,4.5998,1.8586,88.242,RAC,SR,GDJ,26294,0.223,0.318,0.277,0.595,0.251,0.314,0.378,0.692
146,Garrett Mitchell*,89,25,224,33,21,12,8,11,4,11.2,31.7,5.9,0.811,0.312,172,1.2761,2.1831,1.8384,125.6927,HAR,WAU,WAW,27555,0.273,0.314,0.364,0.678,0.252,0.348,0.491,0.839
147,Travis d'Arnaud,2,35,341,39,48,16,15,1,0,7.0,26.1,4.4,0.738,0.323,229,6.5978,-1.1994,1.8246,102.6892,HOM,TT,JFS,7739,0.254,0.325,0.597,0.922,0.233,0.295,0.392,0.687
148,Colt Keith*,4,22,556,54,61,15,13,7,1,6.5,19.8,4.4,0.689,0.313,338,0.879,0.2392,1.8028,96.5489,avail,rook,rook,27899,0.305,0.352,0.366,0.718,0.251,0.301,0.382,0.683
149,Carson Kelly,2,29,313,32,37,9,9,0,0,8.0,17.6,4.1,0.687,0.317,190,10.438,-3.0123,1.7894,98.512,CAM,PP,NYZ,13620,0.302,0.388,0.419,0.807,0.227,0.299,0.366,0.665
150,Gleyber Torres,4,27,665,80,63,26,15,4,3,9.8,20.5,4.6,0.708,0.31,415,-3.7286,-4.467,1.7355,103.7249,BRA,TBD,MMA,16997,0.265,0.355,0.456,0.811,0.255,0.322,0.352,0.674
151,David Fry,3279,28,392,44,51,18,14,4,1,10.7,21.4,5.4,0.804,0.328,272,-8.2058,-1.2943,1.7245,129.2779,CAM,avail,avail,24934,0.287,0.43,0.566,0.996,0.248,0.302,0.374,0.676
152,Paul DeJong,65,30,482,54,56,17,24,2,2,4.8,32.4,3.8,0.703,0.293,299,5.7177,-2.3935,1.7183,95.0077,RM,SR,LWC,18015,0.198,0.26,0.36,0.62,0.237,0.281,0.449,0.73
153,Lars Nootbaar*,978,26,405,39,45,18,12,7,3,12.8,19.5,4.9,0.759,0.358,265,-4.5713,1.0022,1.7123,113.7592,GNB,SLB,STL,21454,0.274,0.358,0.442,0.8,0.233,0.336,0.407,0.743
154,Ryan O'Hearn*,397,30,494,60,59,21,15,3,1,9.3,14.0,5.2,0.761,0.352,336,-10.3688,-0.2457,1.6896,118.5916,RAM,TT,ILK,16442,0.262,0.295,0.31,0.605,0.264,0.338,0.439,0.777
155,Ryan Jeffers,2,27,465,56,64,22,21,3,0,6.9,20.2,4.4,0.732,0.305,318,-2.3578,-0.7794,1.6672,107.1058,HAR,IR,WAW,24618,0.248,0.305,0.512,0.817,0.216,0.297,0.396,0.693
156,David Hamilton*,64,26,317,47,28,17,8,33,4,6.9,25.2,4.8,0.698,0.285,234,2.0335,6.1508,1.6528,92.4246,avail,avail,avail,27531,0.208,0.24,0.292,0.532,0.256,0.315,0.415,0.73
157,Jose Trevino,2,31,234,26,28,5,8,1,0,8.5,17.5,2.9,0.642,0.269,132,13.153,-0.8755,1.6134,83.3582,STE,avail,WWL,16725,0.189,0.282,0.344,0.626,0.235,0.292,0.361,0.653
158,Bo Naylor*,2,24,389,39,39,10,13,6,3,7.5,31.4,3.1,0.614,0.262,222,15.1174,-0.9572,1.6038,73.9428,HOM,PP,STL,21865,0.194,0.237,0.319,0.556,0.202,0.27,0.358,0.628
159,J.P. Crawford*,6,29,451,55,37,16,9,5,0,11.5,22.6,3.6,0.625,0.312,268,4.5347,1.4257,1.6004,89.3454,HOM,MVR,NYZ,15491,0.262,0.35,0.405,0.755,0.173,0.282,0.282,0.564
160,Blake Perkins#,8,27,434,54,43,13,6,23,5,9.7,24.9,4.0,0.648,0.282,278,7.2459,2.4254,1.5952,83.2825,STE,avail,avail,19921,0.271,0.333,0.357,0.69,0.222,0.306,0.317,0.623
161,Mike Yastrzemski*,98,33,474,60,57,16,18,3,2,8.0,26.2,4.6,0.739,0.304,327,-6.1129,1.8518,1.5524,106.1921,WHI,SR,ILK,14854,0.229,0.326,0.337,0.663,0.232,0.296,0.461,0.757
162,Sal Frelick*,978,24,524,66,32,22,2,18,3,7.4,14.9,4.0,0.655,0.277,307,3.1945,3.2467,1.552,85.8592,GRF,VM,WAW,29622,0.241,0.304,0.349,0.653,0.263,0.323,0.332,0.655
163,Kyle Higashioka,2,34,263,29,45,10,17,2,0,5.7,28.1,4.2,0.739,0.301,189,5.9449,-1.1611,1.5481,104.6052,DAY,CW,LWC,5517,0.198,0.235,0.506,0.741,0.23,0.277,0.461,0.738
164,Randal Grichuk,97,32,279,40,46,20,12,0,0,7.2,16.5,6.7,0.876,0.368,226,-7.9567,0.4932,1.5359,139.0988,CK,SR,ILK,10243,0.319,0.386,0.528,0.914,0.242,0.274,0.527,0.801
165,Gavin Lux*,4,26,487,59,50,24,10,5,2,9.0,22.6,4.4,0.703,0.32,308,-2.0853,0.8136,1.529,99.7614,PR,MVR,MBL,19955,0.152,0.22,0.174,0.394,0.262,0.332,0.407,0.739
166,Michael Massey*,4,26,356,45,45,17,14,1,0,4.2,15.7,4.3,0.743,0.312,237,1.4015,0.4868,1.504,101.9839,GH,WAU,MBL,27684,0.262,0.292,0.459,0.751,0.258,0.297,0.446,0.743
167,Ryan Mountcastle,3,27,507,54,63,30,13,3,0,5.3,22.5,4.5,0.733,0.335,323,-6.5647,-0.7771,1.4877,108.3561,PR,WAU,SEA,18373,0.306,0.35,0.463,0.813,0.257,0.291,0.41,0.701
168,Trevor Larnach*,79,27,400,59,52,17,15,4,1,10.0,22.3,5.0,0.772,0.352,284,-6.7267,-1.7227,1.4837,120.7202,VAN,avail,TBT,21501,0.227,0.261,0.318,0.579,0.261,0.342,0.441,0.783
169,Vinnie Pasquantino*,3,26,554,64,97,30,19,1,0,7.2,12.8,4.8,0.761,0.331,397,-7.6048,-1.4434,1.4727,107.6384,VAN,KR,BAB,27676,0.246,0.262,0.412,0.674,0.267,0.329,0.455,0.784
170,Kyle Isbel*,8,27,426,62,42,13,8,11,2,6.3,20.7,3.7,0.654,0.281,282,5.2689,4.0492,1.4561,80.6749,VAN,avail,STL,21614,0.161,0.224,0.226,0.45,0.242,0.299,0.394,0.693
171,Luis Rengifo#,546,27,304,41,30,13,6,24,7,5.3,14.5,5.2,0.764,0.293,215,-4.1579,1.9471,1.4452,117.453,GRF,NB,WWL,19858,0.352,0.397,0.5,0.897,0.288,0.335,0.397,0.732
172,Harrison Bader,8,30,437,57,51,19,12,17,8,4.8,21.7,3.5,0.657,0.296,278,7.646,-1.6605,1.4342,87.4511,WHI,PP,WWL,18030,0.204,0.261,0.35,0.611,0.253,0.296,0.385,0.681
173,Zack Gelof,4,24,547,60,49,20,17,25,3,6.9,34.4,3.4,0.632,0.273,332,2.4712,4.176,1.419,82.1996,HAR,WC,OBS,29766,0.138,0.24,0.239,0.479,0.232,0.279,0.397,0.676
174,LaMonte Wade Jr.*,397,30,401,45,34,16,8,2,1,15.5,22.4,5.8,0.761,0.357,263,-6.7806,-1.9717,1.404,118.7565,RM,SLB,OCG,18126,0.324,0.429,0.412,0.841,0.253,0.374,0.377,0.751
175,Kevin Newman,6435,30,311,41,28,17,3,8,1,4.8,15.4,4.0,0.686,0.272,195,6.4197,0.9004,1.3996,88.9111,CK,CB,WWL,17696,0.282,0.302,0.419,0.721,0.274,0.318,0.341,0.659
176,Jesus Sanchez*,97,26,537,60,64,25,18,16,2,7.6,26.1,4.5,0.73,0.345,358,-5.3172,0.6645,1.3908,100.372,SV,MVR,ANG,19913,0.162,0.228,0.257,0.485,0.276,0.336,0.461,0.797
177,Ben Rortvedt*,2,26,328,27,31,13,3,1,0,10.4,26.8,3.5,0.62,0.268,176,8.4701,-1.0788,1.3875,86.9708,avail,avail,avail,20287,0.216,0.293,0.243,0.536,0.229,0.321,0.312,0.633
178,Yasmani Grandal#,2,35,243,26,27,10,9,1,0,9.9,18.9,3.9,0.704,0.327,151,7.77,-1.0644,1.3646,94.5497,HIG,avail,LWC,11368,0.236,0.288,0.291,0.579,0.225,0.309,0.438,0.747
179,Jake Burger,53,28,579,68,76,23,29,1,1,5.4,25.9,4.7,0.761,0.337,390,-9.6238,-0.6603,1.3627,106.0653,TB,KR,FMB,22275,0.221,0.259,0.419,0.678,0.264,0.32,0.479,0.799
180,Nick Gonzales,465,25,387,42,49,19,7,5,3,4.7,19.1,4.2,0.709,0.319,245,2.9244,0.1915,1.3541,93.7549,WHI,avail,TBT,27490,0.315,0.337,0.5,0.837,0.255,0.302,0.363,0.665
181,Richie Palacios*,4975,27,316,46,21,8,5,19,1,14.2,21.2,4.5,0.664,0.324,209,-0.8595,3.07,1.348,100.8536,HAL,avail,TBT,24589,0.286,0.355,0.321,0.676,0.216,0.345,0.318,0.663
182,Lane Thomas,98,28,528,65,63,26,15,32,14,8.3,25.9,4.2,0.709,0.31,366,-8.1668,3.9482,1.3403,99.1382,SV,CW,ANG,16939,0.302,0.386,0.492,0.878,0.214,0.279,0.367,0.646
183,Andy Pages,897,23,443,65,46,23,13,1,2,6.5,24.4,4.2,0.712,0.326,288,-1.2969,-0.5077,1.3309,99.8878,avail,avail,OBS,24816,0.357,0.396,0.52,0.916,0.213,0.277,0.37,0.647
184,Joey Bart,2,27,282,38,45,11,13,0,0,7.8,25.9,5.3,0.799,0.333,207,-2.0001,-1.4793,1.3276,120.5918,RM,TBD,avail,21524,0.333,0.405,0.591,0.996,0.241,0.312,0.417,0.729
185,Max Schuemann,65478,27,459,55,34,14,7,14,1,10.2,25.9,3.5,0.619,0.297,268,2.951,2.2735,1.3255,85.3573,avail,rook,rook,24488,0.167,0.262,0.278,0.54,0.235,0.325,0.317,0.642
186,Jeff McNeil*,497,32,472,57,44,26,12,5,1,7.4,14.4,4.2,0.692,0.289,295,0.1803,-1.9438,1.2947,97.4903,DAY,KR,GAP,15362,0.234,0.284,0.336,0.62,0.24,0.315,0.401,0.716
187,Spencer Steer,7349,26,656,74,92,34,20,25,3,11.0,20.9,4.8,0.721,0.317,474,-11.0288,4.5488,1.2785,96.1972,GNB,IR,MBL,26323,0.212,0.326,0.356,0.682,0.229,0.316,0.418,0.734
188,Michael Conforto*,7,31,488,56,66,27,20,0,1,8.6,24.2,4.4,0.759,0.352,329,-8.9093,-1.7728,1.2688,111.5126,GH,SB,WAW,16376,0.284,0.349,0.537,0.886,0.224,0.298,0.426,0.724
189,Jesse Winker*,79,30,508,63,58,23,14,14,4,12.4,20.9,5.2,0.765,0.329,354,-13.0309,-2.8204,1.2562,118.2725,CK,avail,avail,13590,0.236,0.337,0.337,0.674,0.258,0.366,0.422,0.788
190,James Wood*,7,21,336,43,41,13,9,14,8,11.6,28.9,5.6,0.781,0.351,247,-7.7003,0.3656,1.2383,120.2521,avail,rook,rook,29518,0.261,0.32,0.339,0.659,0.267,0.374,0.483,0.857
191,Rob Refsnyder,79,33,307,32,40,16,11,2,2,9.1,25.4,6.1,0.83,0.328,216,-7.7829,-1.187,1.2204,130.0459,RAM,SIP,TBT,13770,0.302,0.393,0.548,0.941,0.267,0.329,0.404,0.733
192,George Springer,98,34,614,74,56,19,19,16,1,9.8,18.7,3.8,0.674,0.324,378,-8.8724,3.4757,1.1924,94.9836,CC,TT,FMB,12856,0.187,0.303,0.276,0.579,0.23,0.303,0.398,0.701
193,Justin Turner,35,39,539,59,55,24,11,0,2,10.9,17.6,4.7,0.737,0.33,333,-12.3171,-4.5036,1.178,116.6385,CC,ECB,GAP,5235,0.252,0.355,0.403,0.758,0.261,0.354,0.375,0.729
194,Alex Call,98,29,113,15,14,9,3,5,1,10.6,16.8,9.2,0.95,0.32,94,-1.9238,0.3689,1.1668,167.2682,DAY,avail,LWC,19296,0.29,0.389,0.516,0.905,0.368,0.442,0.529,0.971
195,Johan Rojas,8,23,363,47,32,12,3,25,4,3.6,19.0,3.1,0.601,0.253,224,8.4305,4.7662,1.1653,67.7476,SV,IR,OBS,24336,0.212,0.243,0.283,0.526,0.255,0.294,0.339,0.633
196,Mauricio Dubon,7843956,29,428,45,47,25,4,3,2,3.7,12.9,3.7,0.657,0.272,249,5.0353,-1.5937,1.1577,86.7304,RAC,SSF,STL,16530,0.248,0.28,0.359,0.639,0.277,0.303,0.361,0.664
197,Maikel Garcia,546,24,626,84,58,27,7,37,2,6.7,16.5,3.5,0.613,0.303,400,4.2036,8.0862,1.1535,69.3017,RAC,SIP,WAW,22715,0.226,0.266,0.37,0.636,0.233,0.287,0.319,0.606
198,Royce Lewis,54,25,325,40,47,16,16,0,0,8.6,22.8,4.6,0.747,0.323,226,-1.4831,-1.1417,1.145,107.7409,RM,CW,NYZ,20437,0.253,0.343,0.437,0.78,0.224,0.274,0.459,0.733
199,Luis Arraez*,34,27,672,83,46,32,4,9,3,3.6,4.3,4.9,0.738,0.326,397,-18.0825,-0.7643,1.1285,109.2065,GRF,IR,TBT,18568,0.271,0.31,0.333,0.643,0.333,0.362,0.418,0.78
200,Tyrone Taylor,987,30,345,46,35,22,7,10,2,5.5,23.2,4.3,0.7,0.304,231,0.1801,0.3361,1.1134,97.5502,DV,OCS,GDJ,13675,0.245,0.306,0.392,0.698,0.249,0.296,0.406,0.702
201,Jose Miranda,53,26,429,44,49,28,9,2,2,4.2,15.4,4.7,0.763,0.306,272,-7.3803,-3.5561,1.113,115.1037,HIG,avail,STL,20538,0.226,0.25,0.323,0.573,0.313,0.356,0.5,0.856
202,Leody Taveras#,8,25,529,59,44,17,12,23,6,7.9,21.2,3.5,0.641,0.3,314,2.2191,1.606,1.108,82.2726,RM,HOB,STL,18900,0.189,0.27,0.244,0.514,0.238,0.293,0.377,0.67
203,Zach McKinstry*,65479,29,325,32,23,14,4,16,0,7.4,21.2,3.5,0.614,0.295,190,3.8603,5.0511,1.0828,75.098,HAL,WC,LWC,19392,0.133,0.212,0.167,0.379,0.225,0.284,0.356,0.64
204,Mike Tauchman*,978,33,350,50,29,12,7,6,2,13.4,20.0,4.8,0.723,0.333,229,-5.9341,0.0568,1.0802,111.1873,CAM,SSF,RAH,15274,0.286,0.348,0.365,0.713,0.238,0.359,0.366,0.725
205,Brayan Rocchio#,6,23,442,50,36,18,8,10,6,10.0,20.4,3.0,0.614,0.277,246,8.4731,-2.1795,1.0788,79.0769,GH,NB,RAH,23690,0.194,0.282,0.361,0.643,0.211,0.304,0.298,0.602
206,Wenceel Perez#,987,24,425,51,37,16,9,9,5,7.5,21.6,4.0,0.683,0.292,262,-3.1036,1.5546,1.0589,95.1379,avail,rook,rook,22857,0.209,0.292,0.302,0.594,0.251,0.303,0.406,0.709
207,Michael Siani*,897,24,334,42,20,7,2,20,3,6.3,27.5,3.1,0.57,0.241,195,10.8973,2.6117,1.0579,63.9787,avail,avail,avail,22557,0.196,0.267,0.261,0.528,0.243,0.293,0.296,0.589
208,Ronald Acuna Jr.,9,26,222,38,15,8,4,16,3,12.2,23.9,4.9,0.716,0.348,158,-1.3555,2.561,1.0274,105.0884,PR,MVR,RAH,18401,0.244,0.346,0.422,0.768,0.252,0.353,0.347,0.7
209,Jonah Bride,354,28,272,30,39,10,11,0,1,11.0,20.2,5.6,0.818,0.297,188,-5.1087,-1.6524,1.0216,123.3532,avail,avail,avail,24703,0.229,0.343,0.301,0.644,0.302,0.364,0.55,0.914
210,Mark Canha,379,35,462,46,42,20,7,7,0,11.0,20.8,4.4,0.69,0.29,278,-7.7621,0.8497,1.0077,102.3458,CC,HOB,SEA,11445,0.275,0.38,0.394,0.774,0.229,0.33,0.327,0.657
211,Paul Goldschmidt,3,36,654,70,65,33,22,11,0,7.2,26.5,4.1,0.716,0.333,401,-10.6819,-0.0629,1.0064,98.3555,GRF,SLB,JFS,9218,0.295,0.366,0.473,0.839,0.23,0.28,0.395,0.675
212,Connor Wong,234,28,487,54,52,24,13,8,7,5.7,23.4,5.0,0.758,0.289,315,-12.1362,-0.1639,0.9962,110.2532,SV,VM,OBS,19896,0.311,0.388,0.489,0.877,0.266,0.308,0.397,0.705
213,Mike Trout,8,32,126,17,14,1,10,6,1,12.7,21.4,6.6,0.866,0.406,102,-1.532,1.2206,0.984,139.115,STE,NB,OCG,10155,0.077,0.294,0.077,0.371,0.24,0.33,0.604,0.934
214,Josh Lowe*,978,26,387,37,34,19,10,25,1,8.3,31.8,4.6,0.693,0.296,253,-5.7661,3.2089,0.9759,97.9823,RAC,MVR,WAW,19953,0.222,0.28,0.267,0.547,0.244,0.306,0.409,0.715
215,Max Kepler*,9,31,399,43,42,21,8,1,0,5.5,20.1,4.2,0.682,0.302,242,-0.435,-0.8463,0.9654,94.1487,ALA,SIP,GDJ,12144,0.273,0.305,0.416,0.721,0.247,0.301,0.371,0.672
216,Jacob Stallings,2,34,281,31,36,17,9,0,0,9.6,23.1,5.4,0.81,0.318,195,-1.2183,-3.4864,0.9628,113.8996,avail,avail,avail,13723,0.274,0.386,0.548,0.934,0.258,0.341,0.403,0.744
217,Jonny Deluca,987,25,362,29,31,12,6,16,6,6.6,21.3,3.3,0.609,0.277,203,5.9571,0.6408,0.9426,76.9731,PR,avail,OBS,26365,0.191,0.28,0.27,0.55,0.226,0.277,0.354,0.631
218,Jake Fraley*,97,29,382,44,26,19,5,20,5,6.8,18.3,4.7,0.716,0.284,238,-2.8476,1.7065,0.9371,94.5171,RAM,SSF,OCG,19260,0.241,0.268,0.296,0.564,0.284,0.34,0.402,0.742
219,Jorge Soler,97,32,574,83,64,34,21,1,0,11.8,24.6,5.4,0.78,0.349,410,-18.376,-4.2565,0.9364,118.8249,HOM,MVR,FMB,14221,0.264,0.387,0.504,0.891,0.234,0.32,0.42,0.74
220,Ramon Urias,543,30,301,39,37,9,11,1,1,7.6,18.3,5.2,0.745,0.331,208,-5.6677,-0.622,0.9279,115.2188,ALA,SR,TBT,18795,0.295,0.337,0.5,0.837,0.237,0.317,0.392,0.709
221,Ozzie Albies#,4,27,435,50,48,29,10,8,1,6.2,14.9,4.4,0.707,0.306,282,-0.8084,0.3017,0.9241,90.7152,GNB,OCS,HAM,16556,0.321,0.339,0.519,0.858,0.225,0.291,0.362,0.653
222,Luis Torrens,2,28,130,14,15,8,3,0,1,6.9,21.5,3.2,0.665,0.322,75,6.6315,-1.0405,0.9235,94.2196,avail,avail,avail,15905,0.216,0.302,0.432,0.734,0.235,0.287,0.346,0.633
223,Orlando Arcia,6,29,602,50,46,24,17,2,0,6.8,21.3,3.1,0.625,0.263,304,9.1506,-1.094,0.8993,73.0702,VAN,SLB,WAW,13185,0.209,0.286,0.31,0.596,0.22,0.267,0.367,0.634
224,Pavin Smith*,793,28,158,26,36,11,9,1,0,11.4,19.6,6.7,0.895,0.395,143,-3.0391,-1.571,0.8884,142.0805,avail,OCS,avail,19892,0.2,0.304,0.45,0.754,0.282,0.356,0.564,0.92
225,Oswaldo Cabrera#,54369,25,326,47,36,11,8,4,2,6.4,19.3,3.7,0.661,0.285,204,2.7484,-0.4581,0.8814,87.6058,RM,CW,ANG,21707,0.19,0.229,0.241,0.47,0.268,0.32,0.409,0.729
226,Nicky Lopez*,46,29,445,40,21,12,1,5,7,8.3,15.1,3.2,0.606,0.271,219,5.7742,-0.4639,0.8615,76.8197,HIG,SIP,avail,19339,0.213,0.25,0.213,0.463,0.246,0.323,0.309,0.632
227,Donovan Solano,53,36,309,31,35,13,8,2,1,7.1,21.0,5.2,0.76,0.31,196,-5.2907,-3.1591,0.8591,117.5361,GH,SSF,WWL,8623,0.302,0.368,0.443,0.811,0.277,0.325,0.401,0.726
228,Ceddanne Rafaela,6845,23,571,70,75,23,15,19,10,2.6,26.4,3.5,0.664,0.278,367,2.1731,0.6063,0.8493,79.2007,RM,IR,ILK,24262,0.211,0.258,0.345,0.603,0.259,0.28,0.405,0.685
229,Tommy Edman#,86,29,153,20,20,5,6,6,0,7.2,19.6,4.5,0.711,0.271,108,1.7397,1.6845,0.8422,98.0129,RAM,CW,OCG,19470,0.412,0.417,0.882,1.299,0.181,0.256,0.267,0.523
230,Jason Heyward*,978,34,258,33,37,12,10,5,0,8.5,20.5,4.2,0.7,0.29,182,-1.3585,2.6329,0.8366,94.3194,HOM,TT,LWC,4940,0.182,0.182,0.318,0.5,0.214,0.298,0.422,0.72
231,Masataka Yoshida*,0,30,421,45,56,21,10,2,0,6.4,12.4,5.5,0.764,0.324,285,-10.9164,-2.4973,0.7943,114.6812,RM,IR,JFS,31837,0.191,0.278,0.287,0.565,0.31,0.374,0.458,0.832
232,Luisangel Acuna,6,22,40,6,6,2,3,0,1,2.5,15.0,6.5,0.966,0.309,33,2.3432,-0.1363,0.7811,196.5613,avail,rook,rook,26548,0.333,0.375,0.933,1.308,0.292,0.292,0.458,0.75
233,Jorge Mateo,468,29,208,30,18,14,5,13,2,4.8,23.1,3.7,0.668,0.27,141,-0.2415,3.8491,0.7807,87.4728,RAM,SR,ANG,17273,0.262,0.311,0.488,0.799,0.204,0.233,0.333,0.566
